Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
107,Gigalith,,526,♂,908,88,14,13,12,86.7,10.0,10.0,,,,"2026-07-02 18:20",3/15/2024,,,0,0,0,1000,75.07%,1022,95.98%,19300,24,Gigalith,,0,75.16%,1018,96.75%,86500,84,Gigalith,,0,,,,,,,,,
108,Lickilicky,,463,♂,1047,131,14,15,13,93.3,15.0,15.0,,,,"2026-07-02 18:20",,,,0,0,0,1900,15.36%,3467,92.96%,26400,24,Lickilicky,,0,46.52%,2191,95.11%,277400,268,Lickilicky,,0,,,,,,,,,
109,Incineroar,,727,♂,1261,119,14,10,15,86.7,15.0,15.0,,,,"2026-07-02 18:20",2/16/7074,,,0,0,0,1900,32.09%,2782,94.09%,9800,10,Incineroar,,0,28.89%,2913,95.08%,91400,82,Incineroar,,0,,,,,,,,,
110,Victreebel,Normal,71,♀,506,75,4,9,12,55.6,8.0,8.0,,,,"2026-07-02 18:20",,,,0,1,0,961,69.96%,1231,95.90%,66726,88,Victreebel,Normal,1,91.23%,360,97.86%,563526,384,Victreebel,Normal,1,,,,,,,,,
111,Incineroar,,727,♂,3048,186,11,14,15,88.9,43.0,43.0,,,,"2026-07-02 18:20",3/16/2024,,,0,0,0,12000,,,,,,,,,,,,,,,,,,,,,,,,,
112,Salamence,Normal,373,♂,1334,108,9,11,10,66.7,13.0,13.0,,,,"2026-07-02 18:20",2/16/7074,,,0,1,0,1921,76.63%,958,96.15%,5763,9,Salamence,Normal,1,37.31%,2568,95.33%,62164,72,Salamence,Normal,1,,,,,,,,,
113,Kyogre,Normal,382,,874,79,9,7,6,48.9,8.0,8.0,,,,"2026-07-02 18:20",3/16/2024,,,0,1,0,961,79.00%,861,96.20%,14883,27,Kyogre,Normal,1,66.15%,1387,96.31%,63126,84,Kyogre,Normal,1,,,,,,,,,
114,Snorlax,,143,♂,1358,177,12,15,13,88.9,15.0,15.0,,,,"2026-07-02 18:20",3/16/2024,,,0,0,0,0,84.49%,636,96.60%,5700,6,Snorlax,,0,70.23%,1220,96.72%,72900,66,Snorlax,,0,,,,,,,,,
115,Pineco,,204,♂,232,55,13,3,12,62.2,8.0,8.0,,,,"2026-07-02 18:20",2/17/7074,,,0,1,0,961,37.44%,2563,94.37%,75126,146,Forretress,,1,92.72%,299,97.64%,391100,260,Forretress,,2,52.58%,1943,92.06%,29766,48,Pineco,,1,
116,Croagunk,,453,,205,55,10,15,14,86.7,8.0,8.0,,,,"2026-07-02 18:20",3/18/2024,,,0,1,0,961,89.23%,442,96.62%,55926,126,Toxicroak,,1,82.03%,737,97.34%,366726,434,Toxicroak,,1,84.27%,645,94.96%,40326,60,Croagunk,,1,
117,Honchkrow,,430,♀,1122,121,11,13,10,75.6,15.0,15.0,,,,"2026-07-02 18:20",3/18/2024,,,0,1,0,2280,89.04%,450,96.79%,25680,30,Honchkrow,,1,69.84%,1236,96.56%,218880,237,Honchkrow,,1,,,,,,,,,
118,Tyranitar,Normal,248,♀,3712,186,13,10,12,77.8,39.5,39.5,,,,"2026-07-02 18:20",,,,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
119,Kricketune,,402,♀,696,102,14,13,14,91.1,15.0,15.0,,,,"2026-07-02 18:20",3/19/2024,,,0,0,0,1900,61.51%,1577,95.36%,151400,142,Kricketune,,0,99.19%,34,97.11%,496400,268,Kricketune,,0,,,,,,,,,
120,Tangrowth,,465,♂,1734,146,7,11,15,73.3,21.0,21.0,,,,"2026-07-02 18:20",,,,0,0,0,3000,,,,,,,,,91.48%,350,98.24%,75000,66,Tangrowth,,0,,,,,,,,,
121,Venusaur,Normal,3,♂,1654,125,15,14,12,91.1,21.5,21.5,,,,"2026-07-02 18:20",3/21/2024,,,0,0,0,3000,,,,,,,,,30.65%,2841,95.21%,122000,115,Venusaur,Normal,0,,,,,,,,,
122,Houndour,,228,♀,263,53,12,9,14,77.8,8.0,8.0,,,,"2026-07-02 18:20",3/22/2024,,,0,1,0,961,61.81%,1565,95.45%,49326,119,Houndoom,Normal,1,69.30%,1258,96.72%,135300,197,Houndoom,Normal,2,23.76%,3123,90.97%,18725,33,Houndour,,1,
123,Wobbuffet,,202,♂,733,265,15,15,15,100.0,25.0,25.0,,,,"2026-07-02 18:20",3/22/2024,,,0,0,0,4000,100.00%,1,100%,444000,220,Wobbuffet,,0,100.00%,1,100%,444000,220,Wobbuffet,,0,,,,,,,,,
124,Poochyena,,261,♀,342,70,15,13,14,93.3,18.0,18.0,,,,"2026-07-02 18:20",3/25/2024,,,0,0,0,2200,64.54%,1453,95.97%,60900,104,Mightyena,,0,99.56%,19,98.01%,484400,306,Mightyena,,0,43.69%,2307,91.14%,48400,42,Poochyena,,0,
125,Ambipom,,424,,1033,101,15,14,15,97.8,15.0,15.0,,,,"2026-07-02 18:20",3/27/2024,,,0,0,0,1900,48.67%,2103,94.89%,29400,27,Ambipom,,0,65.30%,1422,96.04%,299400,268,Ambipom,,0,,,,,,,,,
126,Mismagius,,429,♀,1096,85,14,14,10,84.4,15.0,15.0,,,,"2026-07-02 18:20",,,,0,0,0,1900,69.79%,1238,95.39%,23900,22,Mismagius,,0,32.67%,2758,95.07%,208400,214,Mismagius,,0,,,,,,,,,
127,Groudon,Normal,383,,894,81,12,7,11,66.7,8.0,8.0,,,,"2026-07-02 18:19",3/30/2024,,,0,1,0,0,49.55%,2067,94.54%,12962,24,Groudon,Normal,1,72.97%,1108,96.61%,59526,80,Groudon,Normal,1,,,,,,,,,
128,Cacnea,,331,♀,500,77,10,11,12,73.3,15.0,15.0,,,,"2026-07-02 18:19",,,,0,0,0,1900,49.26%,2079,94.74%,41900,89,Cacturne,,0,91.99%,329,96.75%,496400,318,Cacturne,,0,92.50%,308,95.86%,0,0,Cacnea,,0,
129,Murkrow,,198,♂,255,53,15,15,12,93.3,6.0,6.0,,,,"2026-07-02 18:19",2/20/7094,,,0,0,0,600,55.02%,1843,95.05%,219400,228,Murkrow,,0,48.16%,2124,95.70%,171400,268,Honchkrow,,0,64.42%,1458,92.48%,600,101,Honchkrow,,0,
130,Dewgong,,87,♂,1615,153,15,15,7,82.2,29.0,29.0,,,,"2026-07-02 18:19",4/1/2024,,,0,0,0,5000,,,,,,,,,97.39%,108,96.24%,410000,190,Dewgong,,0,,,,,,,,,
131,Crawdaunt,,342,♂,1862,117,14,14,9,82.2,27.0,27.0,,,,"2026-07-02 18:19",4/1/2024,,,0,0,0,4500,,,,,,,,,44.54%,2272,95.46%,231000,206,Crawdaunt,,0,,,,,,,,,
132,Pawmot,,923,♀,2292,138,15,12,15,93.3,31.5,31.5,,,,"2026-07-02 18:19",,,,0,0,0,6000,,,,,,,,,61.81%,1565,96.63%,78000,90,Pawmot,,0,,,,,,,,,
133,Croagunk,,453,♂,404,76,15,14,14,95.6,15.0,15.0,,,,"2026-07-02 18:19",4/1/2024,,,0,0,0,1900,47.94%,2133,94.36%,26400,74,Toxicroak,,0,50.62%,2023,95.86%,256400,318,Toxicroak,,0,73.60%,1082,93.97%,14200,14,Croagunk,,0,
134,Garchomp,Normal,445,♀,1662,129,12,14,11,82.2,15.0,15.0,,,,"2026-07-02 18:19",4/1/2024,,,0,0,0,1900,,,,,,,,,84.00%,656,97.07%,35400,33,Garchomp,Normal,0,,,,,,,,,
135,Slowbro,Normal,80,♀,922,109,13,13,11,82.2,13.0,13.0,,,,"2026-07-02 18:19",4/2/2024,,,0,0,0,1600,48.42%,2113,94.70%,32800,32,Slowbro,Normal,0,44.71%,2265,95.56%,262800,276,Slowbro,Normal,0,,,,,,,,,
136,Crobat,,169,♂,2396,158,15,14,12,91.1,34.0,34.0,,,,"2026-07-02 18:19",4/7/9074,,,0,0,0,0,,,,,,,,,32.65%,2759,95.18%,38000,46,Crobat,,0,,,,,,,,,
137,Dubwool,,832,♂,918,96,13,15,11,86.7,15.0,15.0,,,,"2026-07-02 18:19",4/3/2024,,,0,0,0,1900,69.67%,1243,95.84%,48900,45,Dubwool,,0,98.51%,62,97.00%,496400,268,Dubwool,,0,,,,,,,,,
138,Machamp,,68,♂,910,95,15,14,13,93.3,10.5,10.5,,,,"2026-07-02 18:19",4/7/2024,,,0,1,0,0,42.22%,2367,94.66%,24244,38,Machamp,,1,64.62%,1450,96.38%,29550,29,Machamp,,2,,,,,,,,,
139,Jirachi,,385,,1374,124,13,11,15,86.7,15.0,15.0,,,,"2026-07-02 18:19",4/7/2024,,,0,0,0,1900,27.20%,2982,93.87%,3800,4,Jirachi,,0,39.93%,2461,95.38%,68400,62,Jirachi,,0,,,,,,,,,
140,Zarude,,893,,1629,128,14,13,15,93.3,15.0,15.0,,,,"2026-07-02 18:19",4/7/2024,,,0,0,0,1900,,,,,,,,,78.75%,871,97.11%,38400,36,Zarude,,0,,,,,,,,,
141,Mantine,,226,,1706,123,14,15,9,84.4,29.0,29.0,,,,"2026-07-02 18:19",4/7/7074,,,0,0,0,0,,,,,,,,,96.87%,129,96.05%,410000,190,Mantine,,0,,,,,,,,,
142,Probopass,,476,♀,91,28,15,10,14,86.7,2.0,2.0,,,,"2026-07-02 18:19",4/7/2024,,,0,0,0,200,52.50%,1946,94.47%,79600,85,Probopass,,0,99.32%,29,98.28%,519600,302,Probopass,,0,62.49%,1537,92.67%,6800,13,Probopass,,0,
143,Salamence,Normal,373,,1591,118,15,13,13,91.1,15.0,15.0,,,,"2026-07-02 18:18",4/7/7074,,,0,0,0,1900,,,,,,,,,79.71%,832,97.02%,41900,39,Salamence,Normal,0,,,,,,,,,
144,Cherubi,,420,♀,294,64,6,1,5,26.7,13.0,13.0,,,,"2026-07-02 18:18",4/7/2024,,,0,0,0,1600,18.61%,3334,93.32%,88300,132,Cherrim,,0,8.69%,3740,82.21%,502800,326,Cherrim,,0,43.47%,2316,91.70%,38800,38,Cherubi,,0,
145,Arbok,,24,♂,301,52,12,12,7,68.9,6.0,6.0,,,,"2026-07-02 18:18",4/17/7074,,,0,0,0,600,32.53%,2764,94.23%,101900,100,Arbok,,0,85.98%,575,92.51%,516400,294,Arbok,,0,64.98%,1435,93.25%,5400,7,Arbok,,0,
146,Poliwrath,,62,♂,1649,140,15,6,12,73.3,23.0,23.0,,,,"2026-07-02 18:18",4/17/7074,,,0,1,0,4200,,,,,,,,,32.33%,2772,95.12%,159600,185,Poliwrath,,2,,,,,,,,,
147,Heracross,Normal,214,♂,1722,120,13,11,11,77.8,20.0,20.0,,,,"2026-07-02 18:18",4/13/2024,,,0,0,0,2500,,,,,,,,,59.85%,1645,96.28%,65000,58,Heracross,Normal,0,,,,,,,,,
148,Ninjask,,291,♂,1210,107,11,14,15,88.9,22.0,22.0,,,,"2026-07-02 18:18",4/13/2024,,,0,0,0,3000,70.74%,1199,95.77%,36000,32,Ninjask,,0,99.05%,40,97.36%,464000,238,Ninjask,,0,,,,,,,,,
149,Dustox,,269,♂,89,36,15,10,15,88.9,3.0,3.0,,,,"2026-07-02 18:18",4/13/2024,,,0,0,0,400,99.05%,40,97.18%,519200,300,Dustox,,0,99.05%,40,97.18%,519200,300,Dustox,,0,51.67%,1980,92.05%,21200,30,Dustox,,0,
150,Beautifly,,267,♀,845,92,15,13,13,91.1,17.0,17.0,,,,"2026-07-02 18:18",4/13/2024,,,0,0,0,2200,40.12%,2453,94.74%,88800,78,Beautifly,,0,99.15%,36,97.54%,488800,260,Beautifly,,0,,,,,,,,,
151,Cherrim,,421,♀,1352,121,6,10,10,57.8,25.0,25.0,,,,"2026-07-02 18:18",4/14/2024,,,0,0,0,4000,72.94%,1109,96.06%,20500,18,Cherrim,,0,64.79%,1443,89.36%,444000,220,Cherrim,,0,,,,,,,,,
152,Furfrou,,676,♂,878,99,12,14,11,82.2,15.0,15.0,,,,"2026-07-02 18:18",4/17/2024,,,0,0,0,1900,63.20%,1508,95.55%,56400,51,Furfrou,,0,96.68%,137,96.00%,496400,268,Furfrou,,0,,,,,,,,,
153,Hypno,,97,♂,1482,141,15,13,14,93.3,25.0,25.0,,,,"2026-07-02 18:18",4/17/2024,,,0,1,0,4800,52.43%,1949,94.86%,3000,3,Hypno,,2,100.00%,1,100%,402600,213,Hypno,,2,,,,,,,,,
154,Teddiursa,,216,♂,288,63,14,10,13,82.2,8.0,8.0,,,,"2026-07-02 18:18",4/18/2024,,,0,1,0,961,99.19%,34,97.22%,402600,213,Teddiursa,,2,67.96%,1313,96.81%,42600,86,Ursaring,,2,51.53%,1986,93.01%,14883,27,Teddiursa,,1,
155,Victreebel,Normal,71,♀,2348,158,15,14,14,95.6,38.0,38.0,,,,"2026-07-02 18:18",,,,0,0,0,9000,,,,,,,,,63.57%,1493,96.05%,91000,54,Victreebel,Normal,0,,,,,,,,,
156,Leavanny,,542,♂,1755,126,15,14,13,93.3,24.0,24.0,,,,"2026-07-02 18:18",4/20/2024,,,0,0,0,3500,,,,,,,,,45.59%,2229,95.85%,163000,172,Leavanny,,0,,,,,,,,,
157,Scizor,Normal,212,♂,2714,142,11,11,15,82.2,35.0,35.0,,,,"2026-07-02 18:18",,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
158,Oddish,,43,♂,375,62,15,9,14,84.4,11.0,11.0,,,,"2026-07-02 18:18",4/25/2024,,,0,0,0,1300,24.49%,3093,93.86%,149000,167,Gloom,,0,91.48%,350,97.30%,464000,409,Bellossom,,0,47.55%,2149,92.39%,10000,14,Oddish,,0,
159,Victini,,494,,1362,123,12,10,14,80.0,15.0,15.0,,,,"2026-07-02 18:18",4/25/2024,,,0,0,0,1900,82.34%,724,96.68%,5700,6,Victini,,0,75.80%,992,96.86%,72900,66,Victini,,0,,,,,,,,,
160,Paras,,46,♂,698,82,13,11,13,82.2,25.0,25.0,,,,"2026-07-02 18:18",4/27/2024,,,0,0,0,4000,46.30%,2200,94.90%,34000,80,Parasect,,0,96.80%,132,95.75%,444000,270,Parasect,,0,,,,,,,,,
161,Spearow,,21,♀,228,57,15,15,15,100.0,10.0,10.0,,,,"2026-07-02 18:18",,,,0,0,0,1000,53.06%,1923,94.83%,74000,122,Fearow,,0,100.00%,1,100%,510000,336,Fearow,,0,39.19%,2491,90.94%,43000,45,Spearow,,0,
162,Pichu,,172,♂,268,59,15,14,15,97.8,20.0,20.0,,,,"2026-07-02 18:18",,,,0,0,0,2500,72.04%,1146,95.44%,24000,97,Raichu,Normal,0,99.90%,5,99.40%,475000,323,Raichu,Normal,0,97.88%,88,95.68%,337000,248,Pichu,,0,
163,Dwebble,,557,♂,240,55,0,15,10,55.6,8.0,8.0,,,,"2026-07-02 18:18",4/28/2024,,,0,1,0,961,99.58%,18,99.21%,63126,134,Crustle,,1,98.58%,59,98.92%,267600,258,Crustle,,2,89.33%,438,95.49%,25206,42,Dwebble,,1,
164,Clefairy,,35,♀,454,93,14,13,15,93.3,14.0,14.0,,,,"2026-07-02 18:18",4/30/2024,,,0,0,0,1600,45.67%,2226,94.71%,32600,81,Clefable,,0,54.48%,1865,95.42%,302600,322,Clefable,,0,16.85%,3406,90.22%,3200,4,Clefairy,,0,
165,Oddish,,43,♂,440,66,13,13,11,82.2,13.0,13.0,,,,"2026-07-02 18:18",4/30/2024,,,0,0,0,1600,76.17%,977,96.36%,32800,157,Vileplume,,0,96.51%,144,98.17%,487800,401,Bellossom,,0,34.36%,2689,91.52%,4800,6,Oddish,,0,
166,Alakazam,Normal,65,♂,1717,94,15,11,13,86.7,20.0,20.0,,,,"2026-07-02 18:18",5/7/7074,,,0,0,0,2500,,,,,,,,,57.17%,1755,96.12%,65000,58,Alakazam,Normal,0,,,,,,,,,
167,Chimchar,,390,♀,192,53,2,14,15,68.9,8.0,8.0,,,,"2026-07-02 18:18",5/2/7074,,,0,1,0,961,99.66%,15,99.18%,379926,409,Monferno,,1,99.49%,22,99.13%,292326,471,Infernape,,1,99.07%,39,98.52%,9842,43,Monferno,,1,
168,Gligar,,207,♀,767,90,11,15,11,82.2,15.0,15.0,,,,"2026-07-02 18:18",5/5/2024,,,0,0,0,1900,71.84%,1154,96.14%,21400,120,Gliscor,,0,68.62%,1286,96.62%,190400,290,Gliscor,,0,,,,,,,,,
169,Zangoose,,335,♂,977,95,5,3,2,22.2,16.0,16.0,,,,"2026-07-02 18:17",5/6/2024,,,0,0,0,1900,53.60%,1901,94.99%,45100,41,Zangoose,,0,6.28%,3839,90.27%,492600,264,Zangoose,,0,,,,,,,,,
170,Poliwrath,,62,♂,2409,168,15,13,12,88.9,36.0,36.0,,,,"2026-07-02 18:17",5/6/2024,,,0,0,0,0,,,,,,,,,47.96%,2132,95.77%,43000,56,Poliwrath,,0,,,,,,,,,
171,Annihilape,,979,♀,1383,130,15,14,10,86.7,15.0,15.0,,,,"2026-07-02 18:17",5/7/2024,,,0,0,0,1900,31.01%,2826,94.19%,3800,4,Annihilape,,0,47.69%,2143,95.72%,68400,62,Annihilape,,0,,,,,,,,,
172,Drilbur,,529,♀,890,108,14,13,15,93.3,23.0,23.0,,,,"2026-07-02 18:17",5/10/2024,,,0,0,0,3500,98.02%,82,97.91%,400000,232,Drilbur,,0,57.44%,1744,95.86%,30000,76,Excadrill,,0,,,,,,,,,
173,Dubwool,,832,♀,929,96,15,15,11,91.1,15.0,15.0,,,,"2026-07-02 18:17",5/10/2024,,,0,0,0,1900,37.24%,2571,94.21%,45400,42,Dubwool,,0,99.54%,20,98.13%,496400,268,Dubwool,,0,,,,,,,,,
174,Turtwig,,387,♂,258,58,15,10,11,80.0,8.0,8.0,,,,"2026-07-02 18:17",,,,0,1,0,961,37.05%,2579,94.42%,25500,47,Grotle,,2,27.86%,2955,95.23%,42600,153,Torterra,,2,63.32%,1503,94.36%,3122,31,Grotle,,1,
175,Tauros,Normal,128,♂,2294,141,13,15,8,80.0,33.0,33.0,,,,"2026-07-02 18:17",5/14/2024,,,0,0,0,7000,,,,,,,,,41.20%,2409,95.83%,87000,108,Tauros,Normal,0,,,,,,,,,
176,Magcargo,,219,♂,722,78,14,15,14,95.6,15.0,15.0,,,,"2026-07-02 18:17",5/15/2024,,,0,0,0,1900,45.52%,2232,94.57%,118400,106,Magcargo,,0,99.76%,11,98.57%,496400,268,Magcargo,,0,,,,,,,,,
177,Gyarados,Normal,130,♂,2393,153,15,11,14,88.9,25.0,25.0,,,,"2026-07-02 18:17",5/16/7074,,,0,0,0,4000,,,,,,,,,54.55%,1862,95.47%,8000,6,Gyarados,Normal,0,,,,,,,,,
178,Gyarados,Normal,130,♀,1906,137,14,10,15,86.7,20.0,20.0,,,,"2026-07-02 18:17",,,,0,0,0,2500,,,,,,,,,47.67%,2144,95.21%,39000,34,Gyarados,Normal,0,,,,,,,,,
179,Blitzle,,522,♂,174,52,10,3,12,55.6,8.0,8.0,,,,"2026-07-02 18:17",5/17/2024,,,0,1,0,961,32.80%,2753,94.36%,66726,138,Zebstrika,,1,52.11%,1962,95.34%,546726,434,Zebstrika,,1,32.92%,2748,90.96%,63126,84,Blitzle,,1,
180,Natu,,177,♂,521,71,15,14,9,84.4,17.0,17.0,,,,"2026-07-02 18:17",5/17/2024,,,0,0,0,2200,10.65%,3660,92.69%,37800,84,Xatu,,0,97.26%,113,96.04%,488800,310,Xatu,,0,,,,,,,,,
181,Snorunt,,361,♂,186,56,10,10,14,75.6,8.0,8.0,,,,"2026-07-02 18:17",5/17/2024,,,0,1,0,961,73.72%,1077,96.24%,6600,96,Glalie,Normal,2,98.56%,60,96.64%,402600,303,Glalie,Normal,2,57.07%,1759,92.31%,52326,72,Snorunt,,1,
182,Yanma,,193,♀,527,84,10,15,13,84.4,13.0,13.0,,,,"2026-07-02 18:17",5/18/2024,,,0,0,0,1600,93.99%,247,97.09%,352800,276,Yanma,,0,70.11%,1225,96.66%,107800,198,Yanmega,,0,,,,,,,,,
183,Banette,Normal,354,♂,471,60,6,12,0,40.0,8.0,8.0,,,,"2026-07-02 18:17",5/18/2024,,,0,1,0,961,73.21%,1098,95.40%,83526,104,Banette,Normal,1,61.66%,1571,92.73%,402600,213,Banette,Normal,2,8.33%,3755,88.16%,0,0,Banette,Normal,1,
184,Togekiss,,468,♂,909,87,9,11,10,66.7,10.0,10.0,,,,"2026-07-02 18:17",5/19/2024,,,0,0,0,1000,88.35%,478,97.03%,19300,24,Togekiss,,0,83.96%,658,97.04%,86500,84,Togekiss,,0,,,,,,,,,
185,Tsareena,,763,,961,86,13,14,14,91.1,11.5,11.5,,,,"2026-07-02 18:17",5/19/2024,,,0,0,0,1300,27.45%,2972,93.51%,20100,24,Tsareena,,0,18.24%,3349,94.52%,101700,96,Tsareena,,0,,,,,,,,,
186,Palossand,,770,♂,1026,109,14,11,13,84.4,15.0,15.0,,,,"2026-07-02 18:17",,,,0,0,0,1900,12.77%,3573,93.06%,29400,27,Palossand,,0,33.19%,2737,94.72%,310400,268,Palossand,,0,,,,,,,,,
187,Tentacool,,72,♂,678,85,15,15,13,95.6,23.0,23.0,,,,"2026-07-02 18:17",5/24/2024,,,0,0,0,3500,99.83%,8,98.23%,458000,232,Tentacool,,0,41.90%,2380,94.58%,261000,282,Tentacruel,,0,,,,,,,,,
188,Pidgeot,Normal,18,♂,1177,124,10,15,13,84.4,20.0,20.0,,,,"2026-07-02 18:17",5/24/2024,,,0,0,0,2500,36.09%,2618,93.99%,31000,28,Pidgeot,Normal,0,97.68%,96,96.13%,475000,248,Pidgeot,Normal,0,,,,,,,,,
189,Dragonite,Normal,149,♂,1721,119,15,13,14,93.3,16.0,16.0,,,,"2026-07-02 18:17",5/24/2024,,,0,0,0,1900,,,,,,,,,43.76%,2304,95.21%,34600,32,Dragonite,Normal,0,,,,,,,,,
190,Mareanie,,747,♂,401,77,12,15,12,86.7,15.0,15.0,,,,"2026-07-02 18:17",5/24/2024,,,0,0,0,1900,35.21%,2654,93.72%,144400,184,Toxapex,,0,97.31%,111,96.14%,496400,318,Toxapex,,0,53.94%,1887,92.60%,14200,14,Mareanie,,0,
191,Nidoran♂,,32,♂,357,75,12,14,15,91.1,15.0,15.0,,,,"2026-07-02 18:17",5/24/2024,,,0,0,0,1900,97.34%,110,98.13%,424400,293,Nidorino,,0,62.00%,1557,96.29%,226400,363,Nidoking,,0,80.42%,803,95.23%,26400,24,Nidoran♂,,0,
192,Nidoqueen,,31,♀,1026,113,10,13,12,77.8,15.0,15.0,,,,"2026-07-02 18:16",5/24/2024,,,0,0,0,1900,32.72%,2756,94.13%,29400,27,Nidoqueen,,0,59.68%,1652,96.14%,310400,268,Nidoqueen,,0,,,,,,,,,
193,Electivire,,466,♂,2002,123,15,14,12,91.1,23.0,23.0,,,,"2026-07-02 18:16",5/28/2024,,,0,0,0,3500,,,,,,,,,40.66%,2431,95.57%,43500,38,Electivire,,0,,,,,,,,,
194,Ralts,,280,♂,310,68,14,12,13,86.7,21.0,21.0,,,,"2026-07-02 18:16",5/29/2024,,,0,0,0,3000,98.12%,78,94.65%,470000,269,Kirlia,,0,32.26%,2775,95.34%,55500,175,Gardevoir,Normal,0,57.44%,1744,90.23%,173000,178,Ralts,,0,
195,Amoonguss,,591,♂,1529,176,15,15,15,100.0,25.0,25.0,,,,"2026-07-02 18:16",6/4/2024,,,0,0,0,4000,,,,,,,,,100.00%,1,100%,444000,220,Amoonguss,,0,,,,,,,,,
196,Amoonguss,,591,,1529,176,15,15,15,100.0,25.0,25.0,,,,"2026-07-02 18:16",6/4/7074,,,0,0,0,4000,,,,,,,,,100.00%,1,100%,444000,220,Amoonguss,,0,,,,,,,,,
197,Diancie,Normal,719,,1271,80,15,13,12,88.9,16.5,16.5,,,,"2026-07-02 18:16",6/4/2024,,,0,0,0,1900,6.96%,3811,92.13%,10700,10,Diancie,Normal,0,36.41%,2605,95.14%,145700,136,Diancie,Normal,0,,,,,,,,,
198,Altaria,Normal,334,♀,828,100,12,10,13,77.8,15.0,15.0,,,,"2026-07-02 18:16",6/8/2024,,,0,0,0,1900,45.03%,2252,94.22%,68400,62,Altaria,Normal,0,94.95%,208,95.22%,496400,268,Altaria,Normal,0,,,,,,,,,
199,Goodra,Normal,706,♂,1477,114,12,13,15,88.9,15.0,15.0,,,,"2026-07-02 18:16",6/9/2024,,,0,0,0,1900,52.33%,1953,94.71%,0,0,Goodra,Normal,0,41.05%,2415,95.45%,52400,48,Goodra,Normal,0,,,,,,,,,
200,Goodra,Normal,706,♀,1480,113,15,11,12,84.4,15.0,15.0,,,,"2026-07-02 18:16",6/9/7074,,,0,0,0,1900,44.47%,2275,94.35%,0,0,Goodra,Normal,0,21.88%,3200,94.63%,52400,48,Goodra,Normal,0,,,,,,,,,
201,Cherubi,,420,♀,58,27,1,12,0,28.9,3.0,3.0,,,,"2026-07-02 18:16",6/9/2024,,,0,0,0,400,80.02%,819,96.49%,109200,160,Cherrim,,0,13.99%,3523,83.26%,519200,350,Cherrim,,0,80.98%,780,94.50%,55200,62,Cherubi,,0,
202,Kleavor,,900,♂,1761,111,11,14,14,86.7,20.0,20.0,,,,"2026-07-02 18:16",6/9/7074,,,0,0,0,2500,,,,,,,,,52.28%,1955,95.93%,56000,50,Kleavor,,0,,,,,,,,,
203,Throh,,538,♂,1723,179,13,12,15,88.9,24.0,24.0,,,,"2026-07-02 18:16",6/10/2024,,,0,0,0,3500,,,,,,,,,48.30%,2118,95.65%,191000,211,Throh,,0,,,,,,,,,
204,Trapinch,,328,♂,910,95,15,15,15,100.0,25.0,25.0,,,,"2026-07-02 18:16",6/11/2024,,,0,0,0,4000,100.00%,1,100%,444000,220,Trapinch,,0,49.18%,2082,95.95%,114000,237,Flygon,,0,,,,,,,,,
205,Beedrill,Normal,15,♂,396,62,15,10,4,64.4,8.0,8.0,,,,"2026-07-02 18:16",6/12/2024,,,0,1,0,961,33.19%,2737,94.33%,36100,35,Beedrill,Normal,2,91.23%,360,93.33%,400600,211,Beedrill,Normal,2,0.71%,4067,86.64%,3122,6,Beedrill,Normal,1,
206,Rhyhorn,,111,,355,75,11,13,10,75.6,8.0,8.0,,,,"2026-07-02 18:16",6/12/2024,,,0,1,0,961,78.44%,884,96.34%,29766,73,Rhydon,,1,64.42%,1458,95.94%,75126,221,Rhyperior,,1,73.55%,1084,94.58%,6722,12,Rhyhorn,,1,
207,Snubbull,,209,♀,1105,126,15,14,14,95.6,33.0,33.0,,,,"2026-07-02 18:16",6/13/2024,,,0,0,0,7000,99.88%,6,99.00%,366000,150,Snubbull,,0,36.97%,2582,95.12%,87000,158,Granbull,,0,,,,,,,,,
208,Machop,,66,♂,865,122,13,15,15,95.6,24.0,24.0,,,,"2026-07-02 18:16",6/15/2024,,,0,0,0,3500,75.34%,1011,96.21%,15000,37,Machoke,,0,44.57%,2271,95.61%,36500,157,Machamp,,0,,,,,,,,,
209,Staraptor,,398,♂,1021,102,13,10,14,82.2,13.0,13.0,,,,"2026-07-02 18:16",6/16/2024,,,0,1,0,1921,75.19%,1017,95.97%,27364,36,Staraptor,,1,71.04%,1187,96.90%,65800,65,Staraptor,,2,,,,,,,,,
210,Rhyhorn,,111,♂,1009,122,15,14,5,75.6,22.0,22.0,,,,"2026-07-02 18:16",6/17/2024,,,0,0,0,3000,13.99%,3523,92.84%,126000,120,Rhyhorn,,0,34.04%,2702,95.10%,45000,65,Rhydon,,0,,,,,,,,,
